0	[0.6952433489209754, 0.696792499612715, 0.696602106457968, 0.6993303274832953, 0.7002985459333101, 0.6959794326112408, 0.6951745647609667, 0.7016155647034826, 0.7069119670664833, 0.7029305911494335, 0.7247545377609407, 0.7020062649795662, 0.7041143739581386, 0.6212152683291206, 0.6403444644986355, 0.7283915217666486, 0.7288718034873574, 0.7230595956424447, 0.7171968208905555, 0.7164332678100043, 0.7030765518801708, 0.7068828471408243, 0.7077672215690234, 0.7042165448535953, 0.7069462172038392, 0.7076208977020128, 0.7108526839537475, 0.7134622778391965, 0.711188530967535, 0.7080944720655169, 0.7081503047880617, 0.6948264046951985]	[0.6948189607522067, 0.6926960869111083, 0.6930488855108501, 0.6901873238972138, 0.6893444699899312, 0.6937530636715086, 0.6945777816232969, 0.6880832025950444, 0.6813748432051685, 0.6749580922046675, 0.65821995450356, 0.5409201832931355, 0.46614642197974077, 0.538851932667289, 0.5662289546551205, 0.6137640018206735, 0.6475129577142027, 0.6686009629787146, 0.6699554969428718, 0.6814193870578112, 0.6914317707879566, 0.6915825272326614, 0.6849454862713696, 0.6880828475035814, 0.6860534332713705, 0.6848394082434045, 0.680131207253491, 0.675987079917643, 0.6799415128332531, 0.6826198634075473, 0.6778957505733839, 0.6937745802426132]	
1	[0.6952433489209754, 0.696792499612715, 0.696602106457968, 0.6993303274832953, 0.7002985459333101, 0.6959794326112408, 0.6951745647609667, 0.7016155647034826, 0.7069119670664833, 0.7029305911494335, 0.7247545377609407, 0.7020062649795662, 0.7041143739581386, 0.6212152683291206, 0.6403444644986355, 0.7283915217666486, 0.7288718034873574, 0.7230595956424447, 0.7171968208905555, 0.7164332678100043, 0.7030765518801708, 0.7068828471408243, 0.7077672215690234, 0.7042165448535953, 0.7069462172038392, 0.7076208977020128, 0.7108526839537475, 0.7134622778391965, 0.711188530967535, 0.7080944720655169, 0.7081503047880617, 0.6948264046951985]	[0.6948189607522067, 0.6926960869111083, 0.6930488855108501, 0.6901873238972138, 0.6893444699899312, 0.6937530636715086, 0.6945777816232969, 0.6880832025950444, 0.6813748432051685, 0.6749580922046675, 0.65821995450356, 0.5409201832931355, 0.46614642197974077, 0.538851932667289, 0.5662289546551205, 0.6137640018206735, 0.6475129577142027, 0.6686009629787146, 0.6699554969428718, 0.6814193870578112, 0.6914317707879566, 0.6915825272326614, 0.6849454862713696, 0.6880828475035814, 0.6860534332713705, 0.6848394082434045, 0.680131207253491, 0.675987079917643, 0.6799415128332531, 0.6826198634075473, 0.6778957505733839, 0.6937745802426132]	
2	[0.6952433489209754, 0.696792499612715, 0.696602106457968, 0.6993303274832953, 0.7002985459333101, 0.6959794326112408, 0.6951745647609667, 0.7016155647034826, 0.7069119670664833, 0.7029305911494335, 0.7247545377609407, 0.7020062649795662, 0.7041143739581386, 0.6212152683291206, 0.6403444644986355, 0.7283915217666486, 0.7288718034873574, 0.7230595956424447, 0.7171968208905555, 0.7164332678100043, 0.7030765518801708, 0.7068828471408243, 0.7077672215690234, 0.7042165448535953, 0.7069462172038392, 0.7076208977020128, 0.7108526839537475, 0.7134622778391965, 0.711188530967535, 0.7080944720655169, 0.7081503047880617, 0.6948264046951985]	[0.6948189607522067, 0.6926960869111083, 0.6930488855108501, 0.6901873238972138, 0.6893444699899312, 0.6937530636715086, 0.6945777816232969, 0.6880832025950444, 0.6813748432051685, 0.6749580922046675, 0.65821995450356, 0.5409201832931355, 0.46614642197974077, 0.538851932667289, 0.5662289546551205, 0.6137640018206735, 0.6475129577142027, 0.6686009629787146, 0.6699554969428718, 0.6814193870578112, 0.6914317707879566, 0.6915825272326614, 0.6849454862713696, 0.6880828475035814, 0.6860534332713705, 0.6848394082434045, 0.680131207253491, 0.675987079917643, 0.6799415128332531, 0.6826198634075473, 0.6778957505733839, 0.6937745802426132]	
3	[0.6952433489209754, 0.696792499612715, 0.696602106457968, 0.6993303274832953, 0.7002985459333101, 0.6959794326112408, 0.6951745647609667, 0.7016155647034826, 0.7069119670664833, 0.7029305911494335, 0.7247545377609407, 0.7020062649795662, 0.7041143739581386, 0.6212152683291206, 0.6403444644986355, 0.7283915217666486, 0.7288718034873574, 0.7230595956424447, 0.7171968208905555, 0.7164332678100043, 0.7030765518801708, 0.7068828471408243, 0.7077672215690234, 0.7042165448535953, 0.7069462172038392, 0.7076208977020128, 0.7108526839537475, 0.7134622778391965, 0.711188530967535, 0.7080944720655169, 0.7081503047880617, 0.6948264046951985]	[0.6948189607522067, 0.6926960869111083, 0.6930488855108501, 0.6901873238972138, 0.6893444699899312, 0.6937530636715086, 0.6945777816232969, 0.6880832025950444, 0.6813748432051685, 0.6749580922046675, 0.65821995450356, 0.5409201832931355, 0.46614642197974077, 0.538851932667289, 0.5662289546551205, 0.6137640018206735, 0.6475129577142027, 0.6686009629787146, 0.6699554969428718, 0.6814193870578112, 0.6914317707879566, 0.6915825272326614, 0.6849454862713696, 0.6880828475035814, 0.6860534332713705, 0.6848394082434045, 0.680131207253491, 0.675987079917643, 0.6799415128332531, 0.6826198634075473, 0.6778957505733839, 0.6937745802426132]	
4	[0.6952433489209754, 0.696792499612715, 0.696602106457968, 0.6993303274832953, 0.7002985459333101, 0.6959794326112408, 0.6951745647609667, 0.7016155647034826, 0.7069119670664833, 0.7029305911494335, 0.7247545377609407, 0.7020062649795662, 0.7041143739581386, 0.6212152683291206, 0.6403444644986355, 0.7283915217666486, 0.7288718034873574, 0.7230595956424447, 0.7171968208905555, 0.7164332678100043, 0.7030765518801708, 0.7068828471408243, 0.7077672215690234, 0.7042165448535953, 0.7069462172038392, 0.7076208977020128, 0.7108526839537475, 0.7134622778391965, 0.711188530967535, 0.7080944720655169, 0.7081503047880617, 0.6948264046951985]	[0.6948189607522067, 0.6926960869111083, 0.6930488855108501, 0.6901873238972138, 0.6893444699899312, 0.6937530636715086, 0.6945777816232969, 0.6880832025950444, 0.6813748432051685, 0.6749580922046675, 0.65821995450356, 0.5409201832931355, 0.46614642197974077, 0.538851932667289, 0.5662289546551205, 0.6137640018206735, 0.6475129577142027, 0.6686009629787146, 0.6699554969428718, 0.6814193870578112, 0.6914317707879566, 0.6915825272326614, 0.6849454862713696, 0.6880828475035814, 0.6860534332713705, 0.6848394082434045, 0.680131207253491, 0.675987079917643, 0.6799415128332531, 0.6826198634075473, 0.6778957505733839, 0.6937745802426132]	
5	[0.6952433489209754, 0.696792499612715, 0.696602106457968, 0.6993303274832953, 0.7002985459333101, 0.6959794326112408, 0.6951745647609667, 0.7016155647034826, 0.7069119670664833, 0.7029305911494335, 0.7247545377609407, 0.7020062649795662, 0.7041143739581386, 0.6212152683291206, 0.6403444644986355, 0.7283915217666486, 0.7288718034873574, 0.7230595956424447, 0.7171968208905555, 0.7164332678100043, 0.7030765518801708, 0.7068828471408243, 0.7077672215690234, 0.7042165448535953, 0.7069462172038392, 0.7076208977020128, 0.7108526839537475, 0.7134622778391965, 0.711188530967535, 0.7080944720655169, 0.7081503047880617, 0.6948264046951985]	[0.6948189607522067, 0.6926960869111083, 0.6930488855108501, 0.6901873238972138, 0.6893444699899312, 0.6937530636715086, 0.6945777816232969, 0.6880832025950444, 0.6813748432051685, 0.6749580922046675, 0.65821995450356, 0.5409201832931355, 0.46614642197974077, 0.538851932667289, 0.5662289546551205, 0.6137640018206735, 0.6475129577142027, 0.6686009629787146, 0.6699554969428718, 0.6814193870578112, 0.6914317707879566, 0.6915825272326614, 0.6849454862713696, 0.6880828475035814, 0.6860534332713705, 0.6848394082434045, 0.680131207253491, 0.675987079917643, 0.6799415128332531, 0.6826198634075473, 0.6778957505733839, 0.6937745802426132]	
6	[0.6952433489209754, 0.696792499612715, 0.696602106457968, 0.6993303274832953, 0.7002985459333101, 0.6959794326112408, 0.6951745647609667, 0.7016155647034826, 0.7069119670664833, 0.7029305911494335, 0.7247545377609407, 0.7020062649795662, 0.7041143739581386, 0.6212152683291206, 0.6403444644986355, 0.7283915217666486, 0.7288718034873574, 0.7230595956424447, 0.7171968208905555, 0.7164332678100043, 0.7030765518801708, 0.7068828471408243, 0.7077672215690234, 0.7042165448535953, 0.7069462172038392, 0.7076208977020128, 0.7108526839537475, 0.7134622778391965, 0.711188530967535, 0.7080944720655169, 0.7081503047880617, 0.6948264046951985]	[0.6948189607522067, 0.6926960869111083, 0.6930488855108501, 0.6901873238972138, 0.6893444699899312, 0.6937530636715086, 0.6945777816232969, 0.6880832025950444, 0.6813748432051685, 0.6749580922046675, 0.65821995450356, 0.5409201832931355, 0.46614642197974077, 0.538851932667289, 0.5662289546551205, 0.6137640018206735, 0.6475129577142027, 0.6686009629787146, 0.6699554969428718, 0.6814193870578112, 0.6914317707879566, 0.6915825272326614, 0.6849454862713696, 0.6880828475035814, 0.6860534332713705, 0.6848394082434045, 0.680131207253491, 0.675987079917643, 0.6799415128332531, 0.6826198634075473, 0.6778957505733839, 0.6937745802426132]	
7	[0.6952433489209754, 0.696792499612715, 0.696602106457968, 0.6993303274832953, 0.7002985459333101, 0.6959794326112408, 0.6951745647609667, 0.7016155647034826, 0.7069119670664833, 0.7029305911494335, 0.7247545377609407, 0.7020062649795662, 0.7041143739581386, 0.6212152683291206, 0.6403444644986355, 0.7283915217666486, 0.7288718034873574, 0.7230595956424447, 0.7171968208905555, 0.7164332678100043, 0.7030765518801708, 0.7068828471408243, 0.7077672215690234, 0.7042165448535953, 0.7069462172038392, 0.7076208977020128, 0.7108526839537475, 0.7134622778391965, 0.711188530967535, 0.7080944720655169, 0.7081503047880617, 0.6948264046951985]	[0.6948189607522067, 0.6926960869111083, 0.6930488855108501, 0.6901873238972138, 0.6893444699899312, 0.6937530636715086, 0.6945777816232969, 0.6880832025950444, 0.6813748432051685, 0.6749580922046675, 0.65821995450356, 0.5409201832931355, 0.46614642197974077, 0.538851932667289, 0.5662289546551205, 0.6137640018206735, 0.6475129577142027, 0.6686009629787146, 0.6699554969428718, 0.6814193870578112, 0.6914317707879566, 0.6915825272326614, 0.6849454862713696, 0.6880828475035814, 0.6860534332713705, 0.6848394082434045, 0.680131207253491, 0.675987079917643, 0.6799415128332531, 0.6826198634075473, 0.6778957505733839, 0.6937745802426132]	
8	[0.6952433489209754, 0.696792499612715, 0.696602106457968, 0.6993303274832953, 0.7002985459333101, 0.6959794326112408, 0.6951745647609667, 0.7016155647034826, 0.7069119670664833, 0.7029305911494335, 0.7247545377609407, 0.7020062649795662, 0.7041143739581386, 0.6212152683291206, 0.6403444644986355, 0.7283915217666486, 0.7288718034873574, 0.7230595956424447, 0.7171968208905555, 0.7164332678100043, 0.7030765518801708, 0.7068828471408243, 0.7077672215690234, 0.7042165448535953, 0.7069462172038392, 0.7076208977020128, 0.7108526839537475, 0.7134622778391965, 0.711188530967535, 0.7080944720655169, 0.7081503047880617, 0.6948264046951985]	[0.6948189607522067, 0.6926960869111083, 0.6930488855108501, 0.6901873238972138, 0.6893444699899312, 0.6937530636715086, 0.6945777816232969, 0.6880832025950444, 0.6813748432051685, 0.6749580922046675, 0.65821995450356, 0.5409201832931355, 0.46614642197974077, 0.538851932667289, 0.5662289546551205, 0.6137640018206735, 0.6475129577142027, 0.6686009629787146, 0.6699554969428718, 0.6814193870578112, 0.6914317707879566, 0.6915825272326614, 0.6849454862713696, 0.6880828475035814, 0.6860534332713705, 0.6848394082434045, 0.680131207253491, 0.675987079917643, 0.6799415128332531, 0.6826198634075473, 0.6778957505733839, 0.6937745802426132]	
9	[0.6952433489209754, 0.696792499612715, 0.696602106457968, 0.6993303274832953, 0.7002985459333101, 0.6959794326112408, 0.6951745647609667, 0.7016155647034826, 0.7069119670664833, 0.7029305911494335, 0.7247545377609407, 0.7020062649795662, 0.7041143739581386, 0.6212152683291206, 0.6403444644986355, 0.7283915217666486, 0.7288718034873574, 0.7230595956424447, 0.7171968208905555, 0.7164332678100043, 0.7030765518801708, 0.7068828471408243, 0.7077672215690234, 0.7042165448535953, 0.7069462172038392, 0.7076208977020128, 0.7108526839537475, 0.7134622778391965, 0.711188530967535, 0.7080944720655169, 0.7081503047880617, 0.6948264046951985]	[0.6948189607522067, 0.6926960869111083, 0.6930488855108501, 0.6901873238972138, 0.6893444699899312, 0.6937530636715086, 0.6945777816232969, 0.6880832025950444, 0.6813748432051685, 0.6749580922046675, 0.65821995450356, 0.5409201832931355, 0.46614642197974077, 0.538851932667289, 0.5662289546551205, 0.6137640018206735, 0.6475129577142027, 0.6686009629787146, 0.6699554969428718, 0.6814193870578112, 0.6914317707879566, 0.6915825272326614, 0.6849454862713696, 0.6880828475035814, 0.6860534332713705, 0.6848394082434045, 0.680131207253491, 0.675987079917643, 0.6799415128332531, 0.6826198634075473, 0.6778957505733839, 0.6937745802426132]	
